 CÓDIGO ;Número;Ramal/Estrada;Classificação;Segmentação;Rodovia/Estrada de acesso;Ponto de referencia ;Local de Início ;Local Termino ;Município;Calha;Extensão (km);Extensão de Obra (km);Und;Latitude Inicial;Longitude Inicial;Latitude Final;Longitude Final;Traçado KML;Traçado SHP;Ficha de Cadastro;Fotos;Relatorio;Mapa ;Assentamento Oficial;Acesso a Comunidades ou Distritos;Zona Agrícola ou Agropecuária;Zonas ou Pontos de Turísticos ;Atividade Industrial ;Nota Uso de Solo;População;Qtd. Sub-Vicinais ;Nota Nível de Ocupação;Acesso intermodal;Via de Acesso Alternativa ;Boa trafegabilidade terrestre;Infraestrutura de Acesso ;Acesso a serviços publicos;Nota de Vulnerabilidade de Transporte;Relevo;Tipo de Terreno;Unidades de Conservação;Sitio Arqueológico ;Terra Indigena ;OAES;Nota de Dificuldade de Elaboração de projeto e execução;Desenvolvimento Local;Vulnerabilidade de transporte ;Dificuldade de Elaboração;Soma;Prioridade;Revestimento;Qualidade do Pavimento Existente ;Fonte;Situação;ANO DE CONCLUSÃO;numero_ct_cv;RESUMO DO OBJETO;Custo Estimado ;Custo Contratatado 
 RMMIC ;661;ESTRADA DO RIO MANICORÉ ;ESTRADA;PRIMÁRIO;ESTRADA DO ANTININGA;ESTRADA DO ANTININGA - KM 0,41;Início da Estrada do Rio Manicoré - Estrada do Atininga - Km 0,41;Fim da Estrada do Rio Manicoré - Km 6,75;MANICORÉ ;INTERIOR;6,75;;km;"  5°49'15.60""S";" 61°17'27.24""W";"  5°51'38.38""S";" 61°19'38.02""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;;A VISITAR;;;;R$ 16.875.000,00;
 RMMIC ;662;ESTRADA SANTA LUZIA ;ESTRADA;PRIMÁRIO;ESTRADA DO ANTININGA;ESTRADA DO ANTININGA - KM 5,63;Início da Estrada Santa Luzia - Estrada do Antininga - Km 5,63;Fim da Estrada Santa Luzia - Km 3,21;MANICORÉ ;INTERIOR;3,21;;km;"  5°51'13.37""S";" 61°15'36.32""W";"  5°51'32.15""S";" 61°16'58.50""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;;A VISITAR;;;;R$ 8.025.000,00;
 RMMIC ;663;ESTRADA DO INAJÁ ;ESTRADA;PRIMÁRIO;ESTRADA DO ANTININGA;ESTRADA DO ANTININGA - KM 2,18;Início da Estrada do Inajá - Estrada do Antininga - Km 2,18;Fim da Estrada do Inajá - Km 11,6;MANICORÉ ;INTERIOR;11,60;;km;"  5°50'8.85""S";" 61°17'4.05""W";"  5°55'20.31""S";" 61°14'56.98""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;;A VISITAR;;;;R$ 29.000.000,00;
 RMMIC ;664;ESTRADA DO BARRO ALTO ;ESTRADA;PRIMÁRIO;ESTRADA DO INAJÁ ;ESTRADA DO INAJÁ - KM 6,47;Início da Estrada do Barro Alto - Estrada do Inajá - Km 6,47 ;Fim da Estrada do Barro Alto - Km 22,3;MANICORÉ ;INTERIOR;22,30;;km;"  5°53'29.12""S";" 61°16'54.61""W";"  6° 1'27.03""S";" 61°24'56.81""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;;A VISITAR;;;;R$ 55.750.000,00;
 RMMIC ;665;ESTRADA BOM JESUS DOS NAVEGANTES ;ESTRADA;PRIMÁRIO;ESTRADA DO RIO MANICORÉ ;ESTRADA DO RIO MANICORÉ - KM 6,52;Início da Estrada Bom Jesus dos Navegantes - Estrada do Rio Manicoré - Km 6,52;Fim da Estrada Bom Jesus dos Navegantes - Km 3,67;MANICORÉ ;INTERIOR;3,67;;km;"  5°51'42.17""S";" 61°19'31.58""W";"  5°53'17.73""S";" 61°19'57.90""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;;A VISITAR;;;;R$ 9.175.000,00;
 RMMIC ;666;ESTRADA DA SUDHEVEA;ESTRADA;PRIMÁRIO;ESTRADA DO ATININGA ;ESTRADA DO ATININGA - KM 00;Início da Estrada da Sudhevea - Estrada do Atininga - Em Frente a Oficina S.O.S Pneus - Km 00;Fim da Estrada da Sudhevea - Km 1,67 ;MANICORÉ ;INTERIOR;1,67;;km;"  5°49'2.49""S";" 61°17'29.19""W";"  5°49'8.03""S";" 61°16'37.75""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;;A VISITAR;;;;R$ 4.175.000,00;
 RMMIC ;667;ESTRADA DO AEROPORTO ;ESTRADA;PRIMÁRIO;-;-;Início da Estrada do Aeroporto - Km 00 ;Fim da Estrada do Aeroporto - Km 2,40 ;MANICORÉ ;INTERIOR;2,40;;km;"  5°48'33.24""S";" 61°18'1.10""W";"  5°48'33.67""S";" 61°16'45.91""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;;A VISITAR;;;;R$ 6.000.000,00;
 RMMIC ;668;ESTRADA DO ESTANHO ;ESTRADA;PRIMÁRIO;BR-230;BR-230 - KM  00;Início da Estrada do Estanho - Br-230 - Ao Lado da Associação Asava - Km 00;Fim da Estrada do Estanho - Km 182;MANICORÉ ;INTERIOR;182,00;;km;"  8° 1'22.51""S";" 61°51'50.93""W";"  9° 7'31.76""S";" 61°27'44.03""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;;A VISITAR;;;;R$ 455.000.000,00;
 RMMIC ;669;RAMAL DO PITO ACESO ;ESTRADA;PRIMÁRIO;BR-230;BR-230 - KM  00;Início do Ramal do Pito Aceso - Br-230 -  Perto do Parque de Exposições Amadeu Rodrigues Vida - Km 00;Fim do Ramal do Pito Aceso - Km 8,76;MANICORÉ ;INTERIOR;8,76;;km;"  7°55'46.63""S";" 61°34'23.93""W";"  8° 0'10.76""S";" 61°32'57.15""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;;A VISITAR;;;;R$ 21.900.000,00;
 RMMIC ;670;RAMAL DO MATUPI ;ESTRADA;PRIMÁRIO;BR-230;BR-230 - KM 180 ;Início do Ramal do Matupi - Br-230 - Km 180 ;Fim do Ramal do Matupi - Km 22 ;MANICORÉ ;INTERIOR;22,00;;km;"  7°55'20.47""S";" 61°33'34.65""W";"  7°49'22.23""S";" 61°41'45.89""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;;A VISITAR;;;;R$ 55.000.000,00;
 RMMIC ;671;RAMAL DO MATUPIRI ;ESTRADA;PRIMÁRIO;BR-230;BR-230 - KM  00;Início do Ramal do  Matupiri Br-230 - Km 00;Fim do Ramal do Matupiri - Km 22,7;MANICORÉ ;INTERIOR;22,70;;km;"  7°54'23.17""S";" 61°31'37.47""W";"  7°44'6.77""S";" 61°37'39.19""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;;A VISITAR;;;;R$ 56.750.000,00;
 RMMIC ;672;RAMAL BOA ESPERANÇA ;ESTRADA;PRIMÁRIO;BR-230;BR-230 - KM  00;Início do Ramal Boa Esperança - Br-230 - Km 00 ;Fim do Ramal Boa Esperança - Km 15,5 ;MANICORÉ ;INTERIOR;15,50;;km;"  7°54'0.94""S";" 61°30'19.47""W";"  7°47'19.67""S";" 61°33'54.08""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;;A VISITAR;;;;R$ 38.750.000,00;
 RMMIC ;673;RAMAL DO GOLRPINHO;ESTRADA;PRIMÁRIO;BR-230;BR-230 - KM  00;Início do Ramal do Golrpinho - Br-230 - Km 00;Fim do Ramal do Golrpinho - Km 9,57;MANICORÉ ;INTERIOR;9,57;;km;"  7°54'0.66""S";" 61°30'16.32""W";"  7°58'57.64""S";" 61°30'21.58""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;;A VISITAR;;;;R$ 23.925.000,00;
 RMMIC ;674;RAMAL DO PROGRESSO ;ESTRADA;PRIMÁRIO;BR-230;BR-230 - KM  00;Início do Ramal do Progresso -  Br-230 - Km 00;Fim do Ramal do Progresso - Km 12,6;MANICORÉ ;INTERIOR;12,60;;km;"  7°53'21.84""S";" 61°28'6.49""W";"  7°59'16.18""S";" 61°25'14.05""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;;A VISITAR;;;;R$ 31.500.000,00;
 RMMIC ;675;RAMAL MARAVILHA;ESTRADA;PRIMÁRIO;BR-230 ;BR-230 - KM  00;Início do Ramal Maravilha - Br-230 - Km 00;Fim do Ramal Maravilha - Km 28,3;MANICORÉ ;INTERIOR;28,30;;km;"  7°53'20.44""S";" 61°28'7.07""W";"  7°40'11.65""S";" 61°35'33.52""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;;A VISITAR;;;;R$ 70.750.000,00;
 RMMIC ;676;RAMAL DO TRIUNFO ;ESTRADA;PRIMÁRIO;BR-230 ;BR-230 - KM  00;Início do Ramal do Triunfo - Br-230 - Km 00;Fim do Ramal do TriunFo - Km 17,8;MANICORÉ ;INTERIOR;17,80;;km;"  7°52'32.59""S";" 61°26'13.41""W";"  7°45'31.46""S";" 61°25'45.14""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;;A VISITAR;;;;R$ 44.500.000,00;
 RMMIC ;677;RAMAL DOS BAIANOS ;ESTRADA;PRIMÁRIO;BR-230 ;BR-230 - KM  00;Início do Ramal dos Baianos -  Br-230 - Km 00;Fim do Ramal dos Baianos - Km 28,9;MANICORÉ ;INTERIOR;28,90;;km;"  7°52'16.93""S";" 61°24'20.44""W";"  8° 2'2.61""S";" 61°15'40.71""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;;A VISITAR;;;;R$ 72.250.000,00;
 RMNHA ;678;ESTRADA DO SANTO ANTÔNIO;ESTRADA;PRIMÁRIO;-;-;Início da Estrada do Santo Antônio - Km 00 ;Fim da Estrada do Santo Antônio - Km 8,75;NHAMUNDÁ;INTERIOR;8,75;;km;"  2°18'42.61""S";" 56°51'10.19""W";"  2°14'45.88""S";" 56°52'11.71""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;;A VISITAR;;;;R$ 21.875.000,00;
 RMNHA ;679;RAMAL PARANA DO ADUACA ;ESTRADA;PRIMÁRIO;-;-;Início do Ramal Parana do Aduaca - Km 00;Fim do Ramal do Parana do Aduca - Km 8,91;NHAMUNDÁ;INTERIOR;8,91;;km;"  2°14'33.74""S";" 56°45'53.20""W";"  2°17'38.47""S";" 56°48'20.61""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;;A VISITAR;;;;R$ 22.275.000,00;
RMTEF;680;RAMAL MEIA ÁGUA ;ESTRADA;PRIMÁRIO;AM-366;AM-366 - KM 394,13;Início do Ramal Meia Água - Am-366 - Km 394,13;Fim do Ramal Meia Água - Km 1,72;TEFÉ;INTERIOR;1,72;;km;"  3°23'28.45""S";" 64°43'43.14""W";"  3°24'6.86""S";" 64°43'20.01""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;;A VISITAR;;;;R$ 4.300.000,00;
RMTEF;681;ESTRADA DO EMADE ;ESTRADA;PRIMÁRIO;AEROPORTO TEFÉ ;AEROPORTO TEFÉ - KM 00;Início Estrada do Emade -  Aeroporto de Tefé - Km 00;Fim do Estrada do Emade - Km 19;TEFÉ;INTERIOR;19,00;;km;"  3°28'36.53""S";" 64°38'30.55""W";"  3°22'16.83""S";" 64°43'17.76""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;;A VISITAR;;;;R$ 47.500.000,00;
 RMSGC ;682;ESTRADA DA CACHOERINHA ;ESTRADA;PRIMÁRIO;AV. PAU BRASIL ;AV. PAU BRASIL - KM 00;Início da Estrada da Cachoerinha - Av. Pau Brasil - Km 00;Fim da Estrada da Cachoerinha - Km 6,23;SÃO GABRIEL DA CACHOEIRA ;INTERIOR;6,23;;km;"  0° 6'56.32""S";" 67° 5'17.28""W";"  0° 3'39.00""S";" 67° 5'45.20""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;;A VISITAR;;;;R$ 15.575.000,00;
 RMSGC ;683;SUB. RAMAL II - ESTRADA DA CACHOERINHA ;ESTRADA;PRIMÁRIO;ESTRADA DA CACHOERINHA ;ESTRADA DA CACHOERINHA - KM 1,97;Início do Sub. Ramal ll - Estrada da Cachoerinha - Km 1,97;Fim do Sub. Ramal ll - Estrada da Cachoerinha - Km 1,83;SÃO GABRIEL DA CACHOEIRA ;INTERIOR;1,83;;km;"  0° 5'55.80""S";" 67° 5'32.18""W";"  0° 5'51.46""S";" 67° 4'33.29""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;;A VISITAR;;;;R$ 4.575.000,00;
 RMSGC ;684;RAMAL S.I ;ESTRADA;PRIMÁRIO;AV. PAU BRASIL ;AV. PAU BRASIL - KM 00;Início do Ramal S.l - Av. Pau Brasil - Ao Lado do Mercado Ideal - Km 00;Fim do Ramal S.l - Km 3,78;SÃO GABRIEL DA CACHOEIRA ;INTERIOR;3,78;;km;"  0° 6'48.98""S";" 67° 4'57.76""W";"  0° 5'1.07""S";" 67° 4'46.42""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;;A VISITAR;;;;R$ 9.450.000,00;
RMTEF;685;ESTRADA DO BEXIGA ;ESTRADA;PRIMÁRIO;R. BRASÍLIA;R. BRASÍLIA - KM 00;Início da Estrada do Bexiga - R. Brasília - Km 00;Fim da Estrada do Bexiga - Km 1,48 ;TEFÉ;INTERIOR;1,48;;km;"  3°20'55.09""S";" 64°43'17.43""W";"  3°21'2.35""S";" 64°43'40.16""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;;A VISITAR;;;;R$ 3.700.000,00;
RMTEF;686;ESTRADA DE ACESSO AO PORTO ITAPUÃ;ESTRADA;PRIMÁRIO;ESTRADA DO BEXIGA ;ESTRADA DO BEXIGA - KM 1,1;Início da Estrada de Acesso ao Porto Itapuã - Estrada do Bexiga - Km 1,1;Fim da Estrada de Acesso ao Porto Itapuã - Km 1,16;TEFÉ;INTERIOR;1,16;;km;"  3°21'9.93""S";" 64°43'45.52""W";"  3°21'10.53""S";" 64°44'4.88""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;;A VISITAR;;;;R$ 2.900.000,00;
RMMAO;687;SUB. RAMAL BONS AMIGOS;ESTRADA;PRIMÁRIO;RAMAL SÃO FRANCISCO ;RAMAL SÃO FRANCISCO - KM 9,33;Início do Sub. Ramal Bons Amigos - Ramal São Francisco - Km 9,33;Fim do Sub. Ramal Bons Amigos - Km 2,99;MANAUS;RMM;2,99;;km;"  2°49'29.35""S";" 59°52'11.71""W";"  2°50'18.10""S";" 59°52'53.77""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;;A VISITAR;;;;R$ 7.475.000,00;
RMMAO;688;SUB. RAMAL II - RAMAL SÃO FRANCISCO ;ESTRADA;PRIMÁRIO;RAMAL SÃO FRANCISCO ;RAMAL SÃO FRANCISCO - KM 6,74;Início do Sub. Ramal ll - Ramal São Francisco - Km 6,74;Fim do Sub. Ramal ll - Ramal São Francisco - Km 4,31;MANAUS;RMM;4,31;;km;"  2°48'16.97""S";" 59°52'39.53""W";"  2°49'56.66""S";" 59°53'49.27""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;;A VISITAR;;;;R$ 10.775.000,00;
RMMAO;689;SUB. RAMAL DO BOM DESTINO ;ESTRADA;PRIMÁRIO;RAMAL DA COOPERATIVA;RAMAL DA COOPERATIVA - KM 1,92;Início do Sub. Ramal do Bom Destino -  Ramal da Cooperartiva - Km 1,92;Fim do Sub. Ramal do Bom Destino - Ramal Cooperativa - Km 13,9;MANAUS;RMM;13,90;;km;"  2°46'50.70""S";" 60° 9'7.11""W";"  2°43'15.01""S";" 60°14'40.54""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;;A VISITAR;;;;R$ 34.750.000,00;
 RMMIC ;690;ESTRADA DOS GAÚCHOS;ESTRADA;PRIMÁRIO;AV. MAJ. SANTANA ;AV. MAJ. SANTANA - Km 00;Início da Estrada dos Gaúchos - Av. Maj. Santana - Km 00;Fim da Estrada dos Gaúchos - Km 0,61;MANICORÉ ;INTERIOR;0,61;;km;"  5°48'57.52""S";" 61°17'29.69""W";"  5°48'57.47""S";" 61°17'9.87""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;;A VISITAR;;;;R$ 1.525.000,00;
 RMPAU ;691;ESTRADA PN-1 ;ESTRADA;PRIMÁRIO;R. CASTELO BRANCO ;R. CASTELO BRANCO - KM 00;Início da Estrada Pn-1 - R. Castelo Branco - Ao lado da Praça de Santo Agostinho - Km 00;Fim da Estrada Pn-1 - Km 3;PAUINI;INTERIOR;3,00;;km;"  7°43'1.59""S";" 67° 0'8.16""W";"  7°41'42.68""S";" 66°59'17.56""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;;A VISITAR;;;;R$ 7.500.000,00;
 RMPAU ;692;ESTRADA MACUTI;ESTRADA;PRIMÁRIO;-;-;Início da Estrada Macuti - Em Frente ao Comercial Luiza - Km 00;Fim da Estrada Macuti - Km 15,7;PAUINI;INTERIOR;15,70;;km;"  7°42'43.06""S";" 67° 0'10.08""W";"  7°43'24.31""S";" 67° 6'28.43""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;;A VISITAR;;;;R$ 39.250.000,00;
 RMPAU ;693;RAMAL DE ACESSO AO LAGO TERRUÃ;ESTRADA;PRIMÁRIO;-;-;Início do Ramal de Acesso ao Lago Terruã - Km 00;Fim do Ramal de Acesso ao Lago Terruã - Km 3,92;PAUINI;INTERIOR;3,92;;km;"  7°43'4.99""S";" 67° 0'9.22""W";"  7°44'44.24""S";" 67° 0'53.19""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;;A VISITAR;;;;R$ 9.800.000,00;
 RMPAU ;694;SUB. RAMAL S.I ;ESTRADA;PRIMÁRIO;ESTRADA PN-1;ESTRADA PN -1 - KM 0,61;Início Sub. Ramal S.l - Estrada PN-1 - Km 0,61;Fim do Sub. Ramal S.I - Km 4,17;PAUINI;INTERIOR;4,17;;km;"  7°42'47.26""S";" 67° 0'1.08""W";"  7°43'53.33""S";" 66°58'18.97""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;;A VISITAR;;;;R$ 10.425.000,00;
RMNAV;695;RAMAL DO ALÍRIO ;ESTRADA;PRIMÁRIO;AM-352;AM-352 - KM 81,43;Início do Ramal do Alírio - Am-352 - Km 81,43;Fim do Ramal do Alírio - Km 2,15;NOVO AIRÃO;RMM;2,15;;km;"  2°46'45.20""S";" 60°56'14.14""W";"  2°46'26.97""S";" 60°55'17.40""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;;A VISITAR;;;;R$ 5.375.000,00;
RMNON;696;ESTRADA URUCACANGA;ESTRADA;PRIMÁRIO;-;-;Início da Estrada Urucacanga - Km 00;Fim da Estrada Urucacanga - 2,43;NOVA OLINDA DO NORTE;INTERIOR;2,43;;km;"  3°53'34.86""S";" 59° 5'11.76""W";"  3°54'28.64""S";" 59° 4'20.17""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;;A VISITAR;;;;R$ 6.075.000,00;
 RMMAU ;697;RAMAL DE ACESSO A COMUNIDADE NOVO PARAÍSO/LIMÃO;ESTRADA;PRIMÁRIO;-;-;Início do Ramal de acesso a Comunidade Novo Paraíso/Limão - Km 00;Fim da Comunidade Novo Paraíso/Limão - Km 4,85;MAUÉS;INTERIOR;4,85;;km;"  3°34'5.79""S";" 57°48'25.82""W";"  3°32'17.82""S";" 57°46'51.02""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;;A VISITAR;;;;R$ 12.125.000,00;
 RMMAU ;698;ESTRADA DA SAFRITA;ESTRADA;PRIMÁRIO;ESTRADA DO PUPUNHAL ;ESTRADA DO PUPUNHAL - KM 9,83;Início da Estrada da Safrita - Estrada do Pupunhal - Km 9,83;Fim da Estrada da SaFrita - Km 4,39;MAUÉS;INTERIOR;4,39;;km;"  3°27'51.69""S";" 57°38'54.13""W";"  3°30'3.58""S";" 57°39'7.22""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;;A VISITAR;;;;R$ 10.975.000,00;
 RMMAU ;699;EESTRADA DA AMBEV;ESTRADA;PRIMÁRIO;ESTRADA DO PUPUNHAL ;ESTRADA DO PUPUNHAL - KM 4,32;Início da Estrada da Ambev - Estrada do Pupunhal - Km 3,63;Fim da Estrada da Ambev - Km 3,63;MAUÉS;INTERIOR;3,63;;km;"  3°26'6.57""S";" 57°40'14.86""W";"  3°27'14.26""S";" 57°39'4.97""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;;A VISITAR;;;;R$ 9.075.000,00;
 RMMAU ;700;ESTRADA DO BACABAU;ESTRADA;PRIMÁRIO;ESTRADA DO MIRI MORÃES;ESTRADA DO MIRI MORÃES - KM 1,69 ;Início da Estrada do Bacabau - Estrada Miri Morães - Km 1,69;Fim da Estrada do Bacabau - Km 3,63;MAUÉS;INTERIOR;3,63;;km;"  3°23'24.31""S";" 57°42'10.40""W";"  3°23'13.08""S";" 57°40'27.34""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;;A VISITAR;;;;R$ 9.075.000,00;
 RMMAU ;701;ESTRADA DO MIRI MORÃES;ESTRADA;PRIMÁRIO;R. PREF. ROD. ALBUQUERQUE;R. PREF. ROD. ALBUQUERQUE - KM 00;Início da Estrada do Miri Morães - R. Pref.Rod. Albuquerque - Km 00;Fim da Estrada do Miri Morães - Km 2,67;MAUÉS;INTERIOR;2,67;;km;"  3°23'13.60""S";" 57°43'4.22""W";"  3°23'50.97""S";" 57°41'53.36""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;;A VISITAR;;;;R$ 6.675.000,00;
 RMMAU ;702;ESTRADA DO PUPUNHAL;ESTRADA;PRIMÁRIO;ESTRADA DOS MORAIS ;ESTRADA DOS MORAIS - KM 3,1;Início da Estrada do Pupunhal - Estrada dos Morais - Km 3,1;Fim da Estrada do Pupunhal - Km 14,3;MAUÉS;INTERIOR;14,30;;km;"  3°24'3.04""S";" 57°41'16.12""W";"  3°27'5.42""S";" 57°37'7.06""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;;A VISITAR;;;;R$ 35.750.000,00;
 RMMAU ;703;ESTRADA DOS MORAIS;ESTRADA;PRIMÁRIO;-;-;Início da Estrada dos Morais - Av Francisco Magnani - Km 00;Fim da Estrada do Morais - Km 4,84;MAUÉS;INTERIOR;4,84;;km;"  3°23'53.29""S";" 57°42'51.87""W";"  3°24'7.28""S";" 57°40'20.90""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;;A VISITAR;;;;R$ 12.100.000,00;
 RMMAU ;704;ESTRADA DO GUARANATUBA;ESTRADA;PRIMÁRIO;ESTRADA MAUÉS MIRI ;ESTRADA MAUÉS MIRI - KM 1,19;Início da Estrada do Guaranatuba - Estrada Maués Miri - Km 1,19;Fim da Estrada do Guaranatuba - Km 5,26;MAUÉS;INTERIOR;5,26;;km;"  3°22'24.41""S";" 57°42'22.87""W";"  3°20'48.44""S";" 57°40'38.91""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;;A VISITAR;;;;R$ 13.150.000,00;
 RMMAU ;705;ESTRADA MAUÉS MIRI;ESTRADA;PRIMÁRIO;R. RAMAL ADOLFO CARNEIRO ;R. RAMAL ADOLFO CARNEIRO - KM 00;Início da Estrada Maués Miri: Rua Ramal Adolfo Carneiro - Km 00;Fim da Estrada Maués Miri - Km 3,55;MAUÉS;INTERIOR;3,55;;km;"  3°22'58.07""S";" 57°42'40.33""W";"  3°22'10.65""S";" 57°41'15.26""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;;A VISITAR;;;;R$ 8.875.000,00;
 RMMAU ;706;SUB. RAMAL CANAÃ;ESTRADA;PRIMÁRIO;ESTRADA DO PUPUNHAL ;ESTRADA DO PUPUNHAL - KM 1,56;Início do Sub. Ramal Canaã - Estrada do Pupunhal - Km 1,56;Fim do Sub. Ramal Canaã - Km 0,47;MAUÉS;INTERIOR;0,47;;km;"  3°24'50.37""S";" 57°41'1.28""W";"  3°25'1.53""S";" 57°41'11.39""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;;A VISITAR;;;;R$ 1.175.000,00;
 RMMAU ;707;SUB. RAMAL PRESBITERIANA;ESTRADA;PRIMÁRIO;ESTRADA DO PUPUNHAL ;ESTRADA DO PUPUNHAL - KM 2,20;Início do Sub. Ramal Presbiteriana -Estrada do Pupunhal - Km 2,20;Fim do Sub. Ramal Presbiteriana - Km 1,51;MAUÉS;INTERIOR;1,51;;km;"  3°25'6.40""S";" 57°40'47.32""W";"  3°25'31.06""S";" 57°41'24.99""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;;A VISITAR;;;;R$ 3.775.000,00;
 RMMAU ;708;SUB. RAMAL DO MAGNANI;ESTRADA;PRIMÁRIO;ESTRADA DO PUPUNHAL ;ESTRADA DO PUPUNHAL - KM 2,32;Início do Sub. Ramal do Magnani - Estrada do Pupunhal - Km 2,32;Fim do Sub. Ramal do Magnani - Km 1,35;MAUÉS;INTERIOR;1,35;;km;"  3°25'9.40""S";" 57°40'45.80""W";"  3°25'35.26""S";" 57°41'20.62""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;;A VISITAR;;;;R$ 3.375.000,00;
 RMMAU ;709;SUB. RAMAL DO EDILSON NEGREIRO;ESTRADA;PRIMÁRIO;ESTRADA DO GUARANATUBA ;ESTRADA DO GUARANATUBA - 3,70;Início do Sub. Ramal do Edilson Negreiro - Estrada do Guaranatuba - Km 3,70;Fim do Sub. Ramal do Edilson Negreiro - Km 1,60;MAUÉS;INTERIOR;1,60;;km;"  3°20'55.73""S";" 57°41'34.49""W";"  3°21'21.06""S";" 57°41'1.29""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;;A VISITAR;;;;R$ 4.000.000,00;
