 CÓDIGO ;Número;Ramal/Estrada;Classificação;Segmentação;Rodovia/Estrada de acesso;Ponto de referencia ;Local de Início ;Local Termino ;Município;Calha;Extensão (km);Extensão de Obra (km);Und;Latitude Inicial;Longitude Inicial;Latitude Final;Longitude Final;Traçado KML;Traçado SHP;Ficha de Cadastro;Fotos;Relatorio;Mapa ;Assentamento Oficial;Acesso a Comunidades ou Distritos;Zona Agrícola ou Agropecuária;Zonas ou Pontos de Turísticos ;Atividade Industrial ;Nota Uso de Solo;População;Qtd. Sub-Vicinais ;Nota Nível de Ocupação;Acesso intermodal;Via de Acesso Alternativa ;Boa trafegabilidade terrestre;Infraestrutura de Acesso ;Acesso a serviços publicos;Nota de Vulnerabilidade de Transporte;Relevo;Tipo de Terreno;Unidades de Conservação;Sitio Arqueológico ;Terra Indigena ;OAES;Nota de Dificuldade de Elaboração de projeto e execução;Desenvolvimento Local;Vulnerabilidade de transporte ;Dificuldade de Elaboração;Soma;Prioridade;Revestimento;Qualidade do Pavimento Existente ;Fonte;Situação;ANO DE CONCLUSÃO;numero_ct_cv;RESUMO DO OBJETO;Custo Estimado ;Custo Contratatado 
 RMMAU ;710;SUB. RAMAL DO PARAÍSO;ESTRADA;PRIMÁRIO;ESTRADA DOS MORAIS ;ESTRADA DOS MORAIS - KM 2,52;Início do Ramal do Paraíso - Estrada dos Morais - Km 2,52;Fim do Ramal do Paraíso - Km 2,32;MAUÉS;INTERIOR;2,32;;km;"  3°23'58.04""S";" 57°41'33.19""W";"  3°24'57.07""S";" 57°41'55.59""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;;A VISITAR;;;;R$ 5.800.000,00;
 RMMAU ;711;RAMAL DE ACESSO A COMUNIDADE LIBERDADE ALTO APUCUITAUA;ESTRADA;PRIMÁRIO;-;-;Início do Ramal de Acesso a Comunidade Liberdade Alto Apucuitaua - Km 00;Fim do Ramal de Acesso a Comunidade Liberdade Alto Apucuitaua - Km 8,90;MAUÉS;INTERIOR;8,90;;km;"  3°47'43.86""S";" 57°57'40.40""W";"  3°51'57.83""S";" 57°58'8.99""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;;A VISITAR;;;;R$ 22.250.000,00;
 RMMAU ;712;RAMAL DE ACESSO A COMUNIDADE SÃO RAIMUNDO ALTO APUCUITAU;ESTRADA;PRIMÁRIO;-;-;Início do Ramal de Acesso a Comunidade São Raimundo Alto Apucuitau - Km 00;Fim do Ramal de Acesso a Comunidade São Raimundo Alto Apucuitau - Km 1,71;MAUÉS;INTERIOR;1,71;;km;"  3°48'52.59""S";" 57°54'26.19""W";"  3°49'25.44""S";" 57°55'1.66""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;;A VISITAR;;;;R$ 4.275.000,00;
 RMMAU ;713;RAMAL DE ACESSO A COMUNIDADE NOSSA SENHORA APARECIDA DO VARRE VENTO;ESTRADA;PRIMÁRIO;-;-;Início do Ramal de Acesso a Comunidade Nossa senhora Aparecida do Varre Vento - Km 00;Fim do Ramal de Acesso a Comunidade Nossa senhora Aparecida do Varre Vento - Km 0,85;MAUÉS;INTERIOR;0,85;;km;"  3°58'18.78""S";" 57°54'7.99""W";"  3°58'10.23""S";" 57°53'46.77""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;;A VISITAR;;;;R$ 2.125.000,00;
 RMMAU ;714;RAMAL DE ACESSO COMUNIDADE PUCU;ESTRADA;PRIMÁRIO;-;-;Início do Ramal de Acesso a Comunidade Pucu - Km 00;Fim do Ramal de Acesso a Comunidade Pucu - Km 0,77;MAUÉS;INTERIOR;0,77;;km;"  3°45'6.92""S";" 57°59'18.35""W";"  3°45'9.33""S";" 57°59'42.96""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;;A VISITAR;;;;R$ 1.925.000,00;
 RMMAU ;715;SUB. RAMAL BRENDA VITORIA;ESTRADA;PRIMÁRIO;ESTRADA MAUÉS MIRI ;ESTRADA MAUÉS MIRI - KM 2,45;Início do Sub. Ramal Brenda Vitoria - Estrada Maués Miri - Km 2,45;Fim do Sub. Ramal Brenda Vitoria - Km 0,67;MAUÉS;INTERIOR;0,67;;km;"  3°22'21.87""S";" 57°42'15.12""W";"  3°22'4.26""S";" 57°42'6.65""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;;A VISITAR;;;;R$ 1.675.000,00;
 RMMAU ;716;SUB. RAMAL DA EMBRAPA;ESTRADA;PRIMÁRIO;ESTRADA MAUÉS MIRI ;ESTRADA MAUÉS MIRI - KM 4,1;Início do Sub. Ramal da Embrapa - Estrada Maués Miri - Km 4,1;Fim do Sub. Ramal da Embrapa - Km 0,83;MAUÉS;INTERIOR;0,83;;km;"  3°24'2.60""S";" 57°40'45.27""W";"  3°23'38.75""S";" 57°40'57.82""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;;A VISITAR;;;;R$ 2.075.000,00;
 RMMAU ;717;RAMAL DO JOACY CADETE;ESTRADA;PRIMÁRIO;ESTRADA DO BACABAU;ESTRADA DO BACABAU - KM 1,17;Início do Ramal do Joacy Cadete: Estrada do Bacabau - Km 1,17;Fim do Ramal do Joacy Cadete - Km 0,70;MAUÉS;INTERIOR;0,70;;km;"  3°23'15.77""S";" 57°41'36.99""W";"  3°23'5.46""S";" 57°41'17.99""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;;A VISITAR;;;;R$ 1.750.000,00;
 RMMAU ;718;ESTRADA SÃO FRANCISCO DOS MORAIS;ESTRADA;PRIMÁRIO;-;-;Início da Estrada São Francisco dos Morais - Km 00;Fim da Estrada São Francisco dos Morais - Km 4,0;MAUÉS;INTERIOR;4,00;;km;"  3°24'4.58""S";" 57°40'4.69""W";"  3°23'0.82""S";" 57°38'24.74""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;;A VISITAR;;;;R$ 10.000.000,00;
 RMMAU ;719;RAMAL DE ACESSO A COMUNIDADE NOSSA SENHORA APARECIDA MUCURA ;ESTRADA;PRIMÁRIO;-;-;Início Ramal de acesso a Comunidade Nossa Senhora Aparecida Mucura - Km 00;Fim Ramal de acesso a Comunidade Nossa Senhora Aparecida Mucura - Km 2,95;MAUÉS;INTERIOR;2,94;;km;"  3°17'42.14""S";" 57°40'4.69""W";"  3°17'6.97""S";" 57°45'31.19""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;;A VISITAR;;;;R$ 7.350.000,00;
 RMMAU ;720;RAMAL DE ACESSO A COMUNIDADE NOSSA SENHORA APARECIDA MUCURA -2º PARTE;ESTRADA;PRIMÁRIO;-;-;Início Ramal de acesso a Comunidade Nossa Senhora Aparecida Mucura 2º Parte - Km 00;Fim Ramal de acesso a Comunidade Nossa Senhora Aparecida Mucura 2º Parte - Km 3,1;MAUÉS;INTERIOR;3,10;;km;"  3°18'58.29""S";" 57°44'37.07""W";"  3°18'32.27""S";" 57°46'2.95""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;;A VISITAR;;;;R$ 7.750.000,00;
 RMMAU ;721;RAMAL DE ACESSO A COMUNIDADE NOSSA SENHORA APARECIDA MUCURA - 3º PARTE;ESTRADA;PRIMÁRIO;-;-;Início Ramal de acesso a Comunidade Nossa Senhora Aparecida Mucura 3º Parte - Km 00;Fim Ramal de acesso a Comunidade Nossa Senhora Aparecida Mucura 3º Parte - Km 0,42;MAUÉS;INTERIOR;0,42;;km;"  3°19'4.12""S";" 57°44'41.35""W";"  3°18'52.33""S ";"57°44'35.05""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;;A VISITAR;;;;R$ 1.050.000,00;
 RMMAU ;722;RAMAL DE ACESSO A COMUNIDADE BOM JESUS;ESTRADA;PRIMÁRIO;-;-;Início Ramal de acesso a Comunidade Bom Jesus - Km 00;Fim Ramal de acesso a Comunidade Bom Jesus - Km 5,86;MAUÉS;INTERIOR;5,86;;km;"  3°36'14.80""S";" 57°59'3.54""W";"  3°38'43.50""S";" 57°58'22.93""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;;A VISITAR;;;;R$ 14.650.000,00;
 RMMAU ;723;RAMAL DE ACESSO A COMUNIDADE NOSSA SENHORA LURDES CURUCA;ESTRADA;PRIMÁRIO;-;-;Início Ramal de acesso a Comunidade Nossa Senhora Lurdes Curuca - Km 00;Fim Ramal de acesso a Comunidade Nossa Senhora Lurdes Curuca - Km 2,5;MAUÉS;INTERIOR;2,50;;km;"  3°32'55.68""S";" 58° 6'9.18""W";"  3°32'23.00""S";" 58° 4'59.66""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;;A VISITAR;;;;R$ 6.250.000,00;
 RMMAU ;724;RAMAL DE ACESSO A COMUNIDADE FREGUESIA;ESTRADA;PRIMÁRIO;-;-;Início Ramal de acesso a Comunidade Freguesia - Km 00;Fim do Ramal de acesso a Comunidade Freguesia - Km 2,5;MAUÉS;INTERIOR;2,50;;km;"  3°34'55.22""S";" 57°57'29.33""W";"  3°33'54.15""S";" 57°56'39.33""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;;A VISITAR;;;;R$ 6.250.000,00;
 RMMAU ;725;RAMAL DE ACESSO A COMUNIDADE SANTO ANTÔNIO DO MUTUCA;ESTRADA;PRIMÁRIO;-;-;Início Ramal de acesso a Comunidade Santo Antônio do Mutuca - Km 00;Fim Ramal de acesso a Comunidade Santo Antônio do Mutuca - Km 1,44;MAUÉS;INTERIOR;1,44;;km;"  3°23'31.35""S";" 57°47'41.01""W";"  3°24'7.39""S";" 57°47'12.17""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;;A VISITAR;;;;R$ 3.600.000,00;
 RMMAU ;726;RAMAL DE ACESSO A COMUNIDADE SANTO ANTÔNIO DO MUCAJA;ESTRADA;PRIMÁRIO;-;-;Início  Ramal de acesso a Comunidade Santo Antônio do Mucaja - Km 00;Fim Ramal de acesso a Comunidade Santo Antônio do Mucaja - Km 1,23;MAUÉS;INTERIOR;1,23;;km;"  3°53'49.85""S";" 57°30'12.60""W";"  3°54'7.33""S";" 57°29'36.81""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;;A VISITAR;;;;R$ 3.075.000,00;
 RMSSU ;727;ESTRADA DO IGARAPÉ AÇU;ESTRADA;PRIMÁRIO;AM-363 ;AM-363 - KM 154,97;Início da Estrada do Igarapé-Açu - Am-363 - Km 154,97;Fim da Estrada do Igarapé-Açu - Km 1,82;SÃO SEBASTIÃO DO UATUMÃ ;INTERIOR;1,82;;km;"  2°27'53.75""S";" 57°54'32.00""W";"  2°27'27.47""S";" 57°55'19.56""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;;A VISITAR;;;;R$ 4.550.000,00;
 RMTON ;728;ESTRADA SÃO FRANCISCO ;ESTRADA;PRIMÁRIO;R. ALFREDO PESSOA;R. ALFREDO PESSOA - KM 00;Início da Estrada São Francisco - R. Alfredo Pessoa - Km 00;Fim da Estrada São Francisco - Km 1,39;TONANTINS;INTERIOR;1,39;;km;"  2°52'5.80""S";" 67°47'20.14""W";"  2°52'22.51""S";" 67°48'1.82""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;;A VISITAR;;;;R$ 3.475.000,00;
 RMSIN ;729;ANTIGA ESTRADA DO AEROPORTO ;ESTRADA;PRIMÁRIO;-;-;Início da Estrada do Aeroporto - Km 00;Fim da Estrada do Aeroporto - Km 0,38;SANTA ISABEL DO RIO NEGRO;INTERIOR;0,38;;km;"  0°24'57.84""S";" 65° 0'44.67""W";"  0°24'56.00""S";" 65° 0'32.66""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;;A VISITAR;;;;R$ 950.000,00;
 RMSIN ;730;ESTRADA DO TIBARRA ;ESTRADA;PRIMÁRIO;-;-;Início da Estrada do Tibirra - Km 00;Fim da Estrada do Tibirra - Km 7,16;SANTA ISABEL DO RIO NEGRO;INTERIOR;7,16;;km;"  0°24'55.36""S";" 65° 0'32.30""W";"  0°24'48.90""S";" 64°56'59.69""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;;A VISITAR;;;;R$ 17.900.000,00;
 RMSIN ;731;ESTRADA DO AEROPORTO ;ESTRADA;PRIMÁRIO;-;-;Início da Estrada do Aeroporto - Km 00 ;Fim da Estrada do Aeroporto - Km 4 ;SANTA ISABEL DO RIO NEGRO;INTERIOR;4,00;;km;"  0°24'43.10""S";" 65° 0'45.41""W";"  0°22'49.95""S";" 64°59'46.99""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;;A VISITAR;;;;R$ 10.000.000,00;
RMTAB;732;ESTRADA GEODÉSICA I;ESTRADA;PRIMÁRIO;ESTRADA PERIMENTAL NORTE II;ESTRADA PERIMENTAL NORTE II - KM 1;Início da Estrada Geodésica I -  Estrada Perimental Norte II - Km 1;Fim da Estrada Geodésica I - Km 6;TABATINGA;INTERIOR;6,00;;km;"  4°13'3.38""S";" 69°55'25.13""W";"  4° 9'53.25""S";" 69°54'44.18""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;;A VISITAR;;;;R$ 15.000.000,00;
RMTAB;733;ESTRADA GEODÉSICA III;ESTRADA;PRIMÁRIO;ESTRADA PERIMENTAL NORTE I;ESTRADA PERIMENTAL NORTE I;Início da Estrada Geodésica III - Estrada Perimental Norte I - Km 6,12 ;Fim da Estrada Geodésica III - Km 4,81;TABATINGA;INTERIOR;4,81;;km;"  4°13'46.56""S";" 69°52'46.71""W";"  4°12'18.65""S";" 69°51'15.90""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;;A VISITAR;;;;R$ 12.025.000,00;
RMTAB;734;RAMAL NOVO PROGRESSO;ESTRADA;PRIMÁRIO;ESTRADA GEODÉSICA II;ESTRADA GEODÉSICA II - KM 2,50;Início do Ramal Novo Progresso - Estrada Geodésica II - Km 2,50;Fim do Ramal Novo Progresso - Km 3,41;TABATINGA;INTERIOR;3,41;;km;"  4°11'50.21""S";" 69°54'36.40""W";"  4°10'37.92""S";" 69°53'44.30""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;;A VISITAR;;;;R$ 8.525.000,00;
RMTAB;735;RAMAL DEUS É BOM I;ESTRADA;PRIMÁRIO;ESTRADA GEODÉSICA II;ESTRADA GEODÉSICA II - KM 6,32;Início do Ramal Deus é Bom I - Estrada Geodésica II - Km 6,32;Fim do Ramal Deus é Bom I - Km 2,45;TABATINGA;INTERIOR;2,45;;km;"  4° 9'45.89""S";" 69°54'11.14""W";"  4° 9'8.92""S";" 69°53'22.13""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;;A VISITAR;;;;R$ 6.125.000,00;
RMTAB;736;RAMAL DEUS É BOM II;ESTRADA;PRIMÁRIO;RAMAL DEUS É BOM I;RAMAL DEUS É BOM II - KM 1,10;Início do Ramal Deus é Bom II -  Ramal Deus é Bom I - Km 1,10;Fim do Ramal Deus é Bom II - Km 0,51;TABATINGA;INTERIOR;0,51;;km;"  4° 9'50.01""S";" 69°53'35.63""W";"  4° 9'54.72""S";" 69°53'20.11""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;;A VISITAR;;;;R$ 1.275.000,00;
RMTAB;737;SUB. RAMAL FLORESTAL;ESTRADA;PRIMÁRIO;ESTRADA GEODÉSICA II;ESTRADA GEODÉSICA II - KM 8,57;Início do Sub. Ramal Florestal - Estrada Geodésica - Km 8,57;Fim do Sub. Ramal Florestal - Km 4,74;TABATINGA;INTERIOR;4,74;;km;"  4° 8'38.71""S";" 69°53'57.52""W";"  4° 8'59.19""S";" 69°55'14.32""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;;A VISITAR;;;;R$ 11.850.000,00;
RMTAB;738;SUB. RAMAL SÃO JOÃO;ESTRADA;PRIMÁRIO;RAMAL NOVO PARAÍSO ;RAMAL NOVO PARAÍSO - KM 1,95;Início do Sub. Ramal São João - Ramal Novo Paraíso - Km 1,95;Fim do Sub. Ramal São João - Km 3,17;TABATINGA;INTERIOR;3,17;;km;"  4°11'30.71""S";" 69°53'29.22""W";"  4°10'30.44""S";" 69°52'30.36""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;;A VISITAR;;;;R$ 7.925.000,00;
RMTAB;739;SUB. RAMAL BOM JESUS;ESTRADA;PRIMÁRIO;SUB. RAMAL SÃO JOÃO;SUB. RAMAL SÃO JOÃO - KM 2,37;Início do Sub. Ramal Bom Jesus - Sub. Ramal São João - Km 2,37  ;Fim do Sub. Ramal Bom Jesus - Km 3,81;TABATINGA;INTERIOR;3,81;;km;"  4°10'59.61""S";" 69°52'40.68""W";"  4°12'23.28""S";" 69°52'47.22""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;;A VISITAR;;;;R$ 9.525.000,00;
RMTAB;740;SUB. RAMAL DO kURUPIRA;ESTRADA;PRIMÁRIO;ESTRADA GEODÉSICA III;ESTRADA GEODÉSICA III - KM 1,45;Início do Sub. Ramal do Kurupira - Estrada do Geodésica III - Km 1,45;Fim do Sub. Ramal do Kurupira - Km 2,26;TABATINGA;INTERIOR;2,26;;km;"  4°13'1.69""S";" 69°52'35.91""W";"  4°13'12.29""S";" 69°51'24.45""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;;A VISITAR;;;;R$ 5.650.000,00;
RMTAB;741;SUB. RAMAL MONTE SINAI;ESTRADA;PRIMÁRIO;SUB. RAMAL DO kURUPIRA;SUB. RAMAL DO KURUPIRA - KM 1,98;Início do Sub. Ramal Monte Sinai - Sub. Ramal do Kurupira - Km 1,98;Fim do Sub. Ramal Monte Sinai - Km 2,31;TABATINGA;INTERIOR;2,31;;km;"  4°13'9.72""S";" 69°51'34.43""W";"  4°13'34.96""S";" 69°50'58.22""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;;A VISITAR;;;;R$ 5.775.000,00;
 RMSAI ;742;ESTRADA DO PANTANAL ;ESTRADA;PRIMÁRIO;ESTRADA PRESIDENTE VARGAS ;ESTRADA PRESIDENTE VARGAS - KM 00;Início da Estrada do Pantanal - Est. Pres. Vargas - Km 00;Fim da Estrada do Pantanal - Km 3,1;SANTO ANTÔNIO DO IÇÃ ;INTERIOR;3,10;;km;"  3° 6'22.38""S";" 69°51'34.43""W";"  3° 5'20.87""S";" 67°58'24.18""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;;A VISITAR;;;;R$ 7.750.000,00;
 RMSAI ;743;RAMAL SÃO LÁZARO;ESTRADA;PRIMÁRIO;AM-374 ;AM-374 - KM 91,8;Início do Ramal São Lázaro - Am-374 - Km 91,8;Fim do Ramal Lázaro Martins - Km 4,23;SANTO ANTÔNIO DO IÇÃ ;INTERIOR;4,23;;km;"  3° 4'27.57""S";" 67°58'38.26""W";"  3° 2'15.02""S";" 67°59'0.54""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;;A VISITAR;;;;R$ 10.575.000,00;
 RMSAI ;744;ESTRADA DO PAPA UMA;ESTRADA;PRIMÁRIO;AM-374 ;AM-374 - KM 96,5;Início da Estrada do Papa Uma - Am-374 - Km 96,5 -  Av. Alvaro Maia - Km 00;Fim da Estrada do Papa Uma - Km 10,3;SANTO ANTÔNIO DO IÇÃ ;INTERIOR;10,30;;km;"  3° 5'23.60""S";" 67°56'44.11""W";"  3° 0'41.89""S";" 67°57'22.67""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;;A VISITAR;;;;R$ 25.750.000,00;
 RMSAI ;745;ESTRADA SÃO GABRIEL;ESTRADA;PRIMÁRIO;ESTRADA SÃO SALVADOR ;ESTRADA SÃO SALVADOR - KM 00;Início da Estrada São Gabriel - Estr. São Salvador - Km 00;Fim da Estrada São Gabriel - Km 2,93;SANTO ANTÔNIO DO IÇÃ ;INTERIOR;2,93;;km;"  3° 5'40.53""S";" 67°56'9.69""W";"  3° 4'38.90""S";" 67°56'26.47""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;;A VISITAR;;;;R$ 7.325.000,00;
 RMSAI ;746;RAMAL BOM FUTURO;ESTRADA;PRIMÁRIO;AM-374 ;AM-374 - KM 93,23;Início do Ramal Bom Futuro - Am-374 - Km 93,23;Fim do Ramal Bom Futuro - Km 2,0;SANTO ANTÔNIO DO IÇÃ ;INTERIOR;2,00;;km;"  3° 4'43.00""S";" 67°57'55.87""W";"  3° 3'40.75""S";" 67°57'42.03""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;;A VISITAR;;;;R$ 5.000.000,00;
 RMSAI ;747;SUB. RAMAL PASTORAL;ESTRADA;PRIMÁRIO;RAMAL BOM FUTURO;RAMAL BOM FUTURO - KM 1,54;Início do Sub. Ramal Pastoral - Ramal Bom Futuro - Km 1,54;Fim do Sub. Ramal Pastoral - Km 2,85;SANTO ANTÔNIO DO IÇÃ ;INTERIOR;2,85;;km;"  3° 3'54.50""S";" 67°57'47.30""W";"  3° 2'36.87""S";" 67°58'24.11""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;;A VISITAR;;;;R$ 7.125.000,00;
 RMSAI ;748;ESTRADA JOSÉ DA COSTA RUAS;ESTRADA;PRIMÁRIO;VILA MILITAR;VILA MILITAR - KM 00;Início da Estrada José da Costa Ruas - Vila Militar - Km 00;Fim da Estrada José da Costa Ruas - Km 3,14;SANTO ANTÔNIO DO IÇÃ ;INTERIOR;3,14;;km;"  3° 6'33.38""S";" 67°57'44.72""W";"  3° 6'41.71""S";" 67°59'21.05""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;;A VISITAR;;;;R$ 7.850.000,00;
 RMSAI ;749;ESTRADA DO SINDICATO;ESTRADA;PRIMÁRIO;AV. ALVARO MAIA;AV. ALVARO MAIA - KM 00;Início da Estrada do Sindicato - Av Alvaro Maia - Km 00;Fim da Estrada do Sindicato - Km 13,8;SANTO ANTÔNIO DO IÇÃ ;INTERIOR;13,80;;km;"  3° 5'15.16""S";" 67°57'6.93""W";"  3° 4'31.86""S";" 68° 3'43.14""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;;A VISITAR;;;;R$ 34.500.000,00;
 RMPAR ;750;ESTRADA DO MOCAMBO;ESTRADA;PRIMÁRIO;R. MENDOÇA ;R. MENDOÇA - KM 00;Início da Estrada do Mocambo - R. Mendonça - Km 00;Fim da Estrada do Mocambo - Km 37,2;PARINTINS;INTERIOR;37,20;;km;"  2°26'53.72""S";" 57°17'11.74""W";"  2°27'31.95""S";" 57° 6'16.26""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;;A VISITAR;;;;R$ 93.000.000,00;
 RMPAR ;751;SUB. RAMAL MONTE SINAI;ESTRADA;PRIMÁRIO;ESTRADA DO MOCAMBO;ESTRADA DO MOCAMBO - KM 23,3;Início do Sub. Ramal Monte Sinai - Estrada do Mocambo - Km 23,3;Fim do Sub. Ramal Monte Sinai - Km 3,83;PARINTINS;INTERIOR;23,30;;km;"  2°25'47.86""S";" 57°12'19.65""W";"  2°27'38.86""S";" 57°11'50.86""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;;A VISITAR;;;;R$ 58.250.000,00;
 RMPAR ;752;SUB. RAMAL SÃO JOAQUIM;ESTRADA;PRIMÁRIO;ESTRADA DO MOCAMBO;ESTRADA DO MOCAMBO - KM 31,4;Início do Sub. Ramal São Joaquim - Estrada do Mocambo - Km 31,4;Fim do Sub. Ramal São Joaquim - Km 6,87;PARINTINS;INTERIOR;6,87;;km;"  2°26'12.04""S";" 57° 8'58.63""W";"  2°23'41.66""S";" 57°10'17.29""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;;A VISITAR;;;;R$ 17.175.000,00;
 RMSIL ;753;RAMAL DO LIVRAMENTO;ESTRADA;PRIMÁRIO;AM-363;AM-363 - KM 8,51;Início do Ramal do Livramento - Am-363 - Km 8,51;Fim do Ramal do Livramento - Km 8,51;SILVES;RMM;20,90;;km;"  3° 0'2.79""S";" 58°41'39.52""W";"  2°56'11.16""S";" 58°33'36.31""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;;A VISITAR;;;;R$ 52.250.000,00;
 RMSIL ;754;RAMAL DO CARÚ ;ESTRADA;PRIMÁRIO;AM-363;AM-363 - KM 35,34;Início do Ramal do Carú - Am-363 - Km 35,34;Fim do Ramal do Carú - Km 2,68;SILVES;RMM;2,68;;km;"  2°48'51.25""S";" 58°38'25.81""W";"  2°50'11.91""S";" 58°38'15.46""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;;A VISITAR;;;;R$ 6.700.000,00;
 RMSIL ;755;RAMAL DO SÃO JOÃO;ESTRADA;PRIMÁRIO;AM-363;AM-363 - KM 47,44;Início do Ramal do São João - Am-363 - Km 47,44;Fim do Ramal do São João - Km 4,66;SILVES;RMM;4,66;;km;"  2°47'15.09""S";" 58°32'6.53""W";"  2°45'55.89""S";" 58°31'11.53""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;;A VISITAR;;;;R$ 11.650.000,00;
 RMSIL ;756;RAMAL DO MAQUARAZINHO;ESTRADA;PRIMÁRIO;AM-363;AM-363 - KM 59,57;Início do Ramal do Maquarazinho - Am-363 - Km 59,44;Fim do Ramal do Maquarazinho - Km 13,8;SILVES;RMM;13,80;;km;"  2°48'12.54""S";" 58°26'20.72""W";"  2°54'13.48""S";" 58°26'26.73""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;;A VISITAR;;;;R$ 34.500.000,00;
 RMSIL ;757;ESTRADA S.I;ESTRADA;PRIMÁRIO;AM-363;AM-363 - KM 36,34;Início da Estrada do S.I - Am-363 - Km 36,34;Fim da Estrada do S.I - Km 21,6;SILVES;RMM;21,60;;km;"  2°48'43.16""S";" 58°37'55.01""W";"  2°50'40.08""S";" 58°32'10.12""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;;A VISITAR;;;;R$ 54.000.000,00;
